,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
685,Lexus RX,20,Comprehensive,Petrol,5,19000,First Owner,Automatic,2020,18,3456,3456.0,25881.0,82.0
686,Honda WR-V,17,Comprehensive,Petrol,5,53311,First Owner,Manual,2017,17,1199,1199.0,887.0,6.75
687,Hyundai i20,18,Comprehensive,Petrol,5,70000,First Owner,Manual,2018,18,1197,1197.0,8186.0,5.85
688,Hyundai i20,16,Comprehensive,Petrol,5,108836,First Owner,Manual,2016,18,1197,1197.0,8183.0,4.49
689,BMW X5,18,Comprehensive,Diesel,5,40000,First Owner,Automatic,2018,15,2993,2993.0,258.0,42.5
690,Maruti Vitara,,Third Party insurance,Diesel,5,120000,First Owner,Manual,2017,24,1248,1248.0,885.0,6.0
691,Maruti Ciaz,16,Comprehensive,Petrol,5,44525,First Owner,Automatic,2016,19,1373,1373.0,911.0,6.93
692,BMW X1,,Third Party insurance,Diesel,5,31500,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
693,BMW X5,15,Comprehensive,Diesel,5,80000,First Owner,Automatic,2015,15,2993,2993.0,258.0,26.5
694,Honda WR-V,18,Comprehensive,Petrol,5,64862,First Owner,Manual,2018,17,1199,1199.0,887.0,6.07
695,Honda City,,Third Party insurance,Petrol,5,100000,Second Owner,Manual,2012,16,1497,1497.0,1163.0,2.95
696,Maruti Baleno,16,Comprehensive,Petrol,5,63839,First Owner,Manual,2016,21,1197,1197.0,831.0,5.59
697,Mercedes-Benz AMG,22,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,2996,38487,38487.0,520.0,81.9
698,Hyundai Grand,,Third Party insurance,Petrol,5,50000,First Owner,Manual,2014,18,1197,1197.0,82.0,3.75
699,Mahindra XUV300,19,Comprehensive,Diesel,5,113820,First Owner,Manual,2019,20,1497,1497.0,115.0,7.89
700,Maruti Ciaz,,Third Party insurance,Diesel,5,110000,First Owner,Manual,2017,28,1248,1248.0,885.0,5.0
701,Hyundai Creta,18,Third Party insurance,Petrol,5,31000,First Owner,Manual,2018,15,1591,1591.0,1213.0,8.65
702,Maruti Swift,18,Comprehensive,Diesel,5,97610,First Owner,Automatic,2018,28,1248,1248.0,7402.0,5.64
703,Nissan Sunny,19,Comprehensive,Petrol,5,44000,First Owner,Automatic,2019,17,1498,1498.0,996.0,6.25
704,Mercedes-Benz C-Class,20,Third Party insurance,Diesel,5,34496,First Owner,Automatic,2019,12,1950,1950.0,194.0,39.0
705,Mercedes-Benz GLS,23,Third Party insurance,Diesel,7,16000,First Owner,Automatic,2023,2925,3258640000000,3258640000000.0,700.0,1.32
706,Maruti Baleno,16,Comprehensive,Petrol,5,75163,First Owner,Manual,2016,21,1197,1197.0,831.0,5.14
707,Maruti Ciaz,22,Third Party insurance,Petrol,5,6900,First Owner,Manual,2022,20,1462,1462.0,10325.0,10.25
708,Honda Amaze,15,Comprehensive,Petrol,5,89961,Second Owner,Manual,2015,18,1198,1198.0,867.0,3.74
709,BMW 3,22,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,19,1995,1995.0,18740.0,54.0
710,Tata Harrier,21,Comprehensive,Diesel,5,54000,First Owner,Automatic,2021,14,1956,1956.0,16767.0,17.5
711,Maruti Swift,19,Comprehensive,Petrol,5,58740,Second Owner,Automatic,2019,21,1197,1197.0,8180.0,5.99
712,Toyota Innova,,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2019,11,2755,2755.0,1715.0,15.5
713,Land Rover,22,Comprehensive,Petrol,5,18700,First Owner,Automatic,2020,15,1997,1997.0,24674.0,83.0
714,Honda Amaze,17,Comprehensive,Petrol,5,83690,First Owner,Manual,2017,17,1198,1198.0,867.0,4.54
715,Mercedes-Benz E-Class,18,Third Party insurance,Petrol,5,11000,First Owner,Automatic,2018,15,1991,1991.0,1944.0,50.0
716,Toyota Etios,12,Comprehensive,Petrol,5,50900,First Owner,Manual,2012,17,1197,1197.0,789.0,2.95
717,Mercedes-Benz E-Class,21,Comprehensive,Diesel,5,25000,First Owner,Automatic,2021,16,1950,1950.0,19176.0,64.0
718,Hyundai Grand,15,Comprehensive,Petrol,5,78651,First Owner,Manual,2015,18,1197,1197.0,82.0,3.79
719,Maruti Ciaz,19,Comprehensive,Petrol,5,50000,First Owner,Manual,2019,21,1462,1462.0,10325.0,7.5
720,Volkswagen Virtus,23,Comprehensive,Petrol,5,9818,First Owner,Manual,2023,19,999,999.0,11398.0,13.9
721,Maruti SX4,19,Comprehensive,Diesel,5,49230,First Owner,Manual,2019,25,1248,1248.0,885.0,8.7
722,Hyundai Verna,18,Comprehensive,Petrol,5,65000,First Owner,Automatic,2018,17,1591,1591.0,1213.0,8.85
723,BMW X1,17,Comprehensive,Diesel,5,69000,First Owner,Automatic,2017,20,1995,1995.0,188.0,19.9
724,Mercedes-Benz GLS,23,Third Party insurance,Diesel,7,16000,First Owner,Automatic,2023,2925,3258640000000,3258640000000.0,700.0,1.32
725,Maruti Baleno,16,Comprehensive,Petrol,5,75163,First Owner,Manual,2016,21,1197,1197.0,831.0,5.14
726,Maruti Ciaz,22,Third Party insurance,Petrol,5,6900,First Owner,Manual,2022,20,1462,1462.0,10325.0,10.25
727,Honda Amaze,15,Comprehensive,Petrol,5,89961,Second Owner,Manual,2015,18,1198,1198.0,867.0,3.74
728,BMW 3,22,Comprehensive,Diesel,5,4000,First Owner,Automatic,2022,19,1995,1995.0,18740.0,54.0
729,Tata Harrier,21,Comprehensive,Diesel,5,54000,First Owner,Automatic,2021,14,1956,1956.0,16767.0,17.5
730,Maruti Swift,19,Comprehensive,Petrol,5,58740,Second Owner,Automatic,2019,21,1197,1197.0,8180.0,5.99
731,Toyota Innova,,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2019,11,2755,2755.0,1715.0,15.5
732,Land Rover,22,Comprehensive,Petrol,5,18700,First Owner,Automatic,2020,15,1997,1997.0,24674.0,83.0
733,Honda Amaze,17,Comprehensive,Petrol,5,83690,First Owner,Manual,2017,17,1198,1198.0,867.0,4.54
734,Mercedes-Benz E-Class,18,Third Party insurance,Petrol,5,11000,First Owner,Automatic,2018,15,1991,1991.0,1944.0,50.0
735,Toyota Etios,12,Comprehensive,Petrol,5,50900,First Owner,Manual,2012,17,1197,1197.0,789.0,2.95
736,Mercedes-Benz E-Class,21,Comprehensive,Diesel,5,25000,First Owner,Automatic,2021,16,1950,1950.0,19176.0,64.0
737,Hyundai Grand,15,Comprehensive,Petrol,5,78651,First Owner,Manual,2015,18,1197,1197.0,82.0,3.79
738,Maruti Ciaz,19,Comprehensive,Petrol,5,50000,First Owner,Manual,2019,21,1462,1462.0,10325.0,7.5
739,Volkswagen Virtus,23,Comprehensive,Petrol,5,9818,First Owner,Manual,2023,19,999,999.0,11398.0,13.9
740,Maruti SX4,19,Comprehensive,Diesel,5,49230,First Owner,Manual,2019,25,1248,1248.0,885.0,8.7
741,Hyundai Verna,18,Comprehensive,Petrol,5,65000,First Owner,Automatic,2018,17,1591,1591.0,1213.0,8.85
742,BMW X1,17,Comprehensive,Diesel,5,69000,First Owner,Automatic,2017,20,1995,1995.0,188.0,19.9
743,Jeep Compass,18,Third Party insurance,Diesel,5,67000,First Owner,Manual,2018,17,1956,1956.0,170.0,10.9
744,Ford Ecosport,18,Comprehensive,Petrol,5,76685,First Owner,Manual,2018,17,1497,1497.0,12131.0,6.95
745,BMW X1,,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
746,Nissan Kicks,20,Comprehensive,Diesel,5,101954,First Owner,Manual,2019,20,1461,1461.0,1085.0,6.68
747,Ford Endeavour,17,Comprehensive,Diesel,7,42000,Second Owner,Automatic,2017,10,3198,3198.0,197.0,24.5
748,Honda Jazz,17,Third Party insurance,Petrol,5,42000,First Owner,Manual,2017,18,1199,1199.0,887.0,5.45
749,Hyundai Grand,16,Comprehensive,Petrol,5,68897,First Owner,Automatic,2016,18,1197,1197.0,82.0,5.0
750,BMW X1,,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
751,BMW 6,21,Third Party insurance,Petrol,4,26000,First Owner,Automatic,2021,13,1998,1998.0,25479.0,65.0
752,Maruti SX4,17,Comprehensive,Diesel,5,105568,Second Owner,Manual,2017,23,1248,1248.0,885.0,4.63
753,Ford Endeavour,18,Third Party insurance,Diesel,7,54000,First Owner,Automatic,2018,12,2198,2198.0,158.0,24.0
754,Hyundai Venue,19,Comprehensive,Petrol,5,61383,First Owner,Automatic,2019,18,998,998.0,11835.0,9.63
755,Mercedes-Benz C-Class,15,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,19,2143,2143.0,170.0,18.5
756,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
757,Honda Amaze,13,Comprehensive,Petrol,5,77130,Second Owner,Automatic,2013,15,1198,1198.0,867.0,4.0
758,Volvo XC40,18,Zero Dep,Diesel,5,56426,First Owner,Automatic,2018,18,1969,1969.0,190.0,29.9
759,Audi Q7,16,Third Party insurance,Diesel,7,75000,Second Owner,Automatic,2016,14,2967,2967.0,245.0,39.9
760,Maruti Ciaz,17,Comprehensive,Petrol,5,69018,First Owner,Manual,2017,20,1373,1373.0,911.0,5.75
761,Hyundai Creta,18,Comprehensive,Diesel,5,57000,First Owner,Manual,2018,19,1582,1582.0,1262.0,10.75
762,Hyundai Creta,18,Comprehensive,Petrol,5,76000,First Owner,Manual,2018,15,1591,1591.0,1213.0,9.3
763,Jeep Compass,18,Third Party insurance,Diesel,5,67000,First Owner,Manual,2018,17,1956,1956.0,170.0,10.9
764,Ford Ecosport,18,Comprehensive,Petrol,5,76685,First Owner,Manual,2018,17,1497,1497.0,12131.0,6.95
765,BMW X1,,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
766,Nissan Kicks,20,Comprehensive,Diesel,5,101954,First Owner,Manual,2019,20,1461,1461.0,1085.0,6.68
767,Ford Endeavour,17,Comprehensive,Diesel,7,42000,Second Owner,Automatic,2017,10,3198,3198.0,197.0,24.5
768,Honda Jazz,17,Third Party insurance,Petrol,5,42000,First Owner,Manual,2017,18,1199,1199.0,887.0,5.45
769,Hyundai Grand,16,Comprehensive,Petrol,5,68897,First Owner,Automatic,2016,18,1197,1197.0,82.0,5.0
770,BMW X1,,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
771,BMW 6,21,Third Party insurance,Petrol,4,26000,First Owner,Automatic,2021,13,1998,1998.0,25479.0,65.0
772,Maruti SX4,17,Comprehensive,Diesel,5,105568,Second Owner,Manual,2017,23,1248,1248.0,885.0,4.63
773,Ford Endeavour,18,Third Party insurance,Diesel,7,54000,First Owner,Automatic,2018,12,2198,2198.0,158.0,24.0
774,Hyundai Venue,19,Comprehensive,Petrol,5,61383,First Owner,Automatic,2019,18,998,998.0,11835.0,9.63
775,Mercedes-Benz C-Class,15,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,19,2143,2143.0,170.0,18.5
776,BMW X1,,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188.0,400.0,19.5
777,Honda Amaze,13,Comprehensive,Petrol,5,77130,Second Owner,Automatic,2013,15,1198,1198.0,867.0,4.0
778,Volvo XC40,18,Zero Dep,Diesel,5,56426,First Owner,Automatic,2018,18,1969,1969.0,190.0,29.9
779,Audi Q7,16,Third Party insurance,Diesel,7,75000,Second Owner,Automatic,2016,14,2967,2967.0,245.0,39.9
780,Maruti Ciaz,17,Comprehensive,Petrol,5,69018,First Owner,Manual,2017,20,1373,1373.0,911.0,5.75
781,Hyundai Creta,18,Comprehensive,Diesel,5,57000,First Owner,Manual,2018,19,1582,1582.0,1262.0,10.75
782,Hyundai Creta,18,Comprehensive,Petrol,5,76000,First Owner,Manual,2018,15,1591,1591.0,1213.0,9.3
783,MG Hector,21,Comprehensive,Petrol,5,29000,First Owner,Automatic,2021,1451,141,141.0,250.0,16.5
784,Hyundai Venue,19,Comprehensive,Petrol,5,65710,Second Owner,Automatic,2019,18,998,998.0,11835.0,8.66
785,Maruti Vitara,19,Comprehensive,Diesel,5,51763,First Owner,Manual,2019,24,1248,1248.0,885.0,8.0
786,Maruti SX4,22,Comprehensive,Petrol,5,19133,First Owner,Manual,2021,18,1462,1462.0,10325.0,9.74
787,Hyundai Tucson,18,Third Party insurance,Petrol,5,22000,First Owner,Automatic,2018,12,1999,1999.0,15288.0,19.25
788,Toyota Fortuner,16,Third Party,Diesel,7,145000,First Owner,Automatic,2016,12,2982,2982.0,1685.0,18.0
789,Maruti Ciaz,16,Comprehensive,Petrol,5,42733,First Owner,Manual,2015,20,1373,1373.0,911.0,6.82
790,Audi A4,17,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,2017,17,1395,1395.0,14751.0,24.8
791,Mercedes-Benz AMG,22,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,1991,30173,30173.0,400.0,48.5
792,Renault Duster,19,Comprehensive,Diesel,5,59215,Second Owner,Manual,2019,19,1461,1461.0,838.0,7.8
793,Mercedes-Benz S-Class,18,Third Party,Petrol,5,22000,First Owner,Automatic,2018,7,2996,2996.0,36207.0,93.0
794,Hyundai Creta,19,Comprehensive,Petrol,5,91724,First Owner,Automatic,2019,14,1591,1591.0,1213.0,10.76
795,Toyota Fortuner,17,Comprehensive,Diesel,7,52000,Second Owner,Automatic,2017,12,2755,2755.0,1745.0,25.5
796,Lexus RX,20,Comprehensive,Petrol,5,19900,First Owner,Automatic,2020,18,3456,3456.0,25881.0,82.0
797,Maruti Wagon,15,Comprehensive,Petrol,5,72503,First Owner,Manual,2015,998,671,671.0,90.0,3.21
798,Mercedes-Benz E-Class,,Petrol,5 Seats,67000,1796,2013,Power Windows Front,Air Conditioner,285,17,17.0,5.0,16.5
799,Mercedes-Benz GLC,20,Comprehensive,Diesel,5,38000,First Owner,Automatic,2020,16,1950,1950.0,24138.0,69.5
800,Maruti Ciaz,18,Comprehensive,Diesel,5,67633,First Owner,Manual,2017,28,1248,1248.0,885.0,6.61
801,BMW 6,19,Comprehensive,Diesel,4,45000,Second Owner,Automatic,2019,17,2993,2993.0,2614.0,43.0
802,Honda Amaze,15,Comprehensive,Petrol,5,61000,First Owner,Manual,2015,18,1198,1198.0,867.0,4.6
803,MG Hector,21,Comprehensive,Petrol,5,29000,First Owner,Automatic,2021,1451,141,141.0,250.0,16.5
804,Hyundai Venue,19,Comprehensive,Petrol,5,65710,Second Owner,Automatic,2019,18,998,998.0,11835.0,8.66
805,Maruti Vitara,19,Comprehensive,Diesel,5,51763,First Owner,Manual,2019,24,1248,1248.0,885.0,8.0
806,Maruti SX4,22,Comprehensive,Petrol,5,19133,First Owner,Manual,2021,18,1462,1462.0,10325.0,9.74
807,Hyundai Tucson,18,Third Party insurance,Petrol,5,22000,First Owner,Automatic,2018,12,1999,1999.0,15288.0,19.25
808,Toyota Fortuner,16,Third Party,Diesel,7,145000,First Owner,Automatic,2016,12,2982,2982.0,1685.0,18.0
809,Maruti Ciaz,16,Comprehensive,Petrol,5,42733,First Owner,Manual,2015,20,1373,1373.0,911.0,6.82
810,Audi A4,17,Third Party insurance,Petrol,5,30300,Second Owner,Automatic,2017,17,1395,1395.0,14751.0,24.8
811,Mercedes-Benz AMG,22,Comprehensive,Petrol,5,14000,First Owner,Automatic,2022,1991,30173,30173.0,400.0,48.5
812,Renault Duster,19,Comprehensive,Diesel,5,59215,Second Owner,Manual,2019,19,1461,1461.0,838.0,7.8
813,Mercedes-Benz S-Class,18,Third Party,Petrol,5,22000,First Owner,Automatic,2018,7,2996,2996.0,36207.0,93.0
814,Hyundai Creta,19,Comprehensive,Petrol,5,91724,First Owner,Automatic,2019,14,1591,1591.0,1213.0,10.76
815,Toyota Fortuner,17,Comprehensive,Diesel,7,52000,Second Owner,Automatic,2017,12,2755,2755.0,1745.0,25.5
816,Lexus RX,20,Comprehensive,Petrol,5,19900,First Owner,Automatic,2020,18,3456,3456.0,25881.0,82.0
817,Maruti Wagon,15,Comprehensive,Petrol,5,72503,First Owner,Manual,2015,998,671,671.0,90.0,3.21
818,Mercedes-Benz E-Class,,Petrol,5 Seats,67000,1796,2013,Power Windows Front,Air Conditioner,285,17,17.0,5.0,16.5
819,Mercedes-Benz GLC,20,Comprehensive,Diesel,5,38000,First Owner,Automatic,2020,16,1950,1950.0,24138.0,69.5
820,Maruti Ciaz,18,Comprehensive,Diesel,5,67633,First Owner,Manual,2017,28,1248,1248.0,885.0,6.61
821,BMW 6,19,Comprehensive,Diesel,4,45000,Second Owner,Automatic,2019,17,2993,2993.0,2614.0,43.0
822,Honda Amaze,15,Comprehensive,Petrol,5,61000,First Owner,Manual,2015,18,1198,1198.0,867.0,4.6
823,Mercedes-Benz C-Class,17,Comprehensive,Diesel,5,30000,First Owner,Automatic,2017,19,2143,2143.0,170.0,27.5
824,Ford Ecosport,17,Comprehensive,Petrol,5,103030,First Owner,Automatic,2017,15,1499,1499.0,1104.0,6.82
825,Maruti XL6,19,Third Party insurance,Petrol,6,19123,First Owner,Manual,2019,19,1462,1462.0,1032.0,10.25
826,Mahindra XUV500,19,Comprehensive,Diesel,7,70767,First Owner,Manual,2019,15,2179,2179.0,15287.0,11.6
827,Mercedes-Benz E-Class,19,Zero Dep,Petrol,5,25000,First Owner,Automatic,2019,15,1991,1991.0,1944.0,49.75
828,Hyundai Creta,17,Third Party insurance,Petrol,5,58525,First Owner,Manual,2017,15,1591,1591.0,1213.0,8.5
829,Maruti Baleno,17,Comprehensive,Petrol,5,77353,First Owner,Manual,2016,21,1197,1197.0,831.0,5.2
830,Maruti Baleno,18,Comprehensive,Petrol,5,59200,First Owner,Manual,2018,21,1197,1197.0,831.0,6.25
831,Mercedes-Benz GLE,22,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2022,1950,24138,24138.0,500.0,79.9
832,Maruti SX4,18,Comprehensive,Diesel,5,99230,First Owner,Manual,2018,25,1248,1248.0,885.0,6.55
833,Hyundai i20,17,Comprehensive,Petrol,5,80000,First Owner,Manual,2017,18,1197,1197.0,8183.0,5.25
834,Maruti Ciaz,18,Comprehensive,Petrol,5,50840,First Owner,Manual,2018,20,1373,1373.0,911.0,6.72
835,Mercedes-Benz C-Class,23,Comprehensive,Petrol,5,1000,First Owner,Automatic,2023,16,1496,1496.0,20115.0,59.75
836,Honda City,,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.5
837,Maruti Baleno,17,Comprehensive,Petrol,5,111142,First Owner,Manual,2017,21,1197,1197.0,831.0,5.01
838,Mercedes-Benz C-Class,14,Comprehensive,Petrol,5,133477,First Owner,Automatic,2014,11,1796,1796.0,178.0,8.5
839,Toyota Fortuner,21,Comprehensive,Diesel,7,23000,First Owner,Automatic,2021,2755,20115,20115.0,500.0,43.0
840,Maruti SX4,18,Comprehensive,Diesel,5,120802,First Owner,Manual,2018,25,1248,1248.0,885.0,5.97
841,Tata Safari,21,Comprehensive,Diesel,7,41000,Second Owner,Automatic,2021,14,1956,1956.0,16767.0,20.0
842,Toyota Camry,,Third Party insurance,Petrol,5,50000,Second Owner,Automatic,2015,19,2494,2494.0,1577.0,12.5
843,Mercedes-Benz C-Class,17,Comprehensive,Diesel,5,30000,First Owner,Automatic,2017,19,2143,2143.0,170.0,27.5
844,Ford Ecosport,17,Comprehensive,Petrol,5,103030,First Owner,Automatic,2017,15,1499,1499.0,1104.0,6.82
845,Maruti XL6,19,Third Party insurance,Petrol,6,19123,First Owner,Manual,2019,19,1462,1462.0,1032.0,10.25
846,Mahindra XUV500,19,Comprehensive,Diesel,7,70767,First Owner,Manual,2019,15,2179,2179.0,15287.0,11.6
847,Mercedes-Benz E-Class,19,Zero Dep,Petrol,5,25000,First Owner,Automatic,2019,15,1991,1991.0,1944.0,49.75
848,Hyundai Creta,17,Third Party insurance,Petrol,5,58525,First Owner,Manual,2017,15,1591,1591.0,1213.0,8.5
849,Maruti Baleno,17,Comprehensive,Petrol,5,77353,First Owner,Manual,2016,21,1197,1197.0,831.0,5.2
850,Maruti Baleno,18,Comprehensive,Petrol,5,59200,First Owner,Manual,2018,21,1197,1197.0,831.0,6.25
851,Mercedes-Benz GLE,22,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2022,1950,24138,24138.0,500.0,79.9
852,Maruti SX4,18,Comprehensive,Diesel,5,99230,First Owner,Manual,2018,25,1248,1248.0,885.0,6.55
853,Hyundai i20,17,Comprehensive,Petrol,5,80000,First Owner,Manual,2017,18,1197,1197.0,8183.0,5.25
854,Maruti Ciaz,18,Comprehensive,Petrol,5,50840,First Owner,Manual,2018,20,1373,1373.0,911.0,6.72
855,Mercedes-Benz C-Class,23,Comprehensive,Petrol,5,1000,First Owner,Automatic,2023,16,1496,1496.0,20115.0,59.75
856,Honda City,,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.5
857,Maruti Baleno,17,Comprehensive,Petrol,5,111142,First Owner,Manual,2017,21,1197,1197.0,831.0,5.01
858,Mercedes-Benz C-Class,14,Comprehensive,Petrol,5,133477,First Owner,Automatic,2014,11,1796,1796.0,178.0,8.5
859,Toyota Fortuner,21,Comprehensive,Diesel,7,23000,First Owner,Automatic,2021,2755,20115,20115.0,500.0,43.0
860,Maruti SX4,18,Comprehensive,Diesel,5,120802,First Owner,Manual,2018,25,1248,1248.0,885.0,5.97
861,Tata Safari,21,Comprehensive,Diesel,7,41000,Second Owner,Automatic,2021,14,1956,1956.0,16767.0,20.0
862,Toyota Camry,,Third Party insurance,Petrol,5,50000,Second Owner,Automatic,2015,19,2494,2494.0,1577.0,12.5
863,Mercedes-Benz S-Class,23,Comprehensive,Diesel,5,7900,First Owner,Automatic,2021,13,2925,2925.0,28161.0,1.5
864,Maruti Ciaz,19,Comprehensive,Petrol,5,42334,First Owner,Automatic,2019,20,1462,1462.0,10325.0,8.29
865,Honda City,,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.25
866,Maruti Swift,15,Comprehensive,Petrol,5,98275,First Owner,Manual,2015,20,1197,1197.0,8314.0,3.97
867,Land Rover,19,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,2019,13,2995,2995.0,33525.0,1.8
868,Honda WR-V,18,Third Party insurance,Petrol,5,65000,First Owner,Manual,2018,17,1199,1199.0,887.0,6.85
869,Hyundai Verna,18,Comprehensive,Petrol,5,52235,Second Owner,Manual,2018,17,1591,1591.0,1213.0,7.45
870,Honda City,15,Comprehensive,Petrol,5,50158,First Owner,Manual,2015,17,1497,1497.0,1173.0,6.95
871,Mercedes-Benz E-Class,20,Comprehensive,Diesel,5,34000,Second Owner,Automatic,2020,16,1950,1950.0,1917.0,44.9
872,Nissan Sunny,17,Comprehensive,Petrol,5,69820,First Owner,Automatic,2017,17,1498,1498.0,996.0,5.44
873,Toyota Innova,19,Comprehensive,Diesel,7,71000,First Owner,Automatic,2019,11,2755,2755.0,1715.0,20.5
874,Maruti Ignis,18,Comprehensive,Petrol,5,82415,First Owner,Automatic,2018,20,1197,1197.0,8180.0,5.34
875,Mercedes-Benz GLS,17,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,2017,11,2987,2987.0,258.0,51.5
876,Honda City,,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.5
877,Renault Duster,18,Comprehensive,Diesel,5,71070,First Owner,Automatic,2018,19,1461,1461.0,10845.0,7.22
878,Mercedes-Benz B,16,Third Party insurance,Petrol,5,83000,First Owner,Automatic,2016,14,1595,1595.0,12069.0,12.65
879,Hyundai Venue,20,Comprehensive,Petrol,5,107834,First Owner,Manual,2020,18,998,998.0,11835.0,7.99
880,Maruti Baleno,18,Comprehensive,Petrol,5,55000,First Owner,Manual,2018,21,1197,1197.0,8180.0,6.75
881,Mercedes-Benz GLE,17,Comprehensive,Petrol,5,55000,First Owner,Automatic,2017,9,2996,2996.0,32855.0,45.45
882,Mercedes-Benz S-Class,23,Comprehensive,Diesel,5,7900,First Owner,Automatic,2021,13,2925,2925.0,28161.0,1.5
883,Maruti Ciaz,19,Comprehensive,Petrol,5,42334,First Owner,Automatic,2019,20,1462,1462.0,10325.0,8.29
884,Honda City,,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.25
885,Maruti Swift,15,Comprehensive,Petrol,5,98275,First Owner,Manual,2015,20,1197,1197.0,8314.0,3.97
886,Land Rover,19,Third Party insurance,Diesel,5,57500,Second Owner,Automatic,2019,13,2995,2995.0,33525.0,1.8
887,Honda WR-V,18,Third Party insurance,Petrol,5,65000,First Owner,Manual,2018,17,1199,1199.0,887.0,6.85
888,Hyundai Verna,18,Comprehensive,Petrol,5,52235,Second Owner,Manual,2018,17,1591,1591.0,1213.0,7.45
889,Honda City,15,Comprehensive,Petrol,5,50158,First Owner,Manual,2015,17,1497,1497.0,1173.0,6.95
890,Mercedes-Benz E-Class,20,Comprehensive,Diesel,5,34000,Second Owner,Automatic,2020,16,1950,1950.0,1917.0,44.9
891,Nissan Sunny,17,Comprehensive,Petrol,5,69820,First Owner,Automatic,2017,17,1498,1498.0,996.0,5.44
892,Toyota Innova,19,Comprehensive,Diesel,7,71000,First Owner,Automatic,2019,11,2755,2755.0,1715.0,20.5
893,Maruti Ignis,18,Comprehensive,Petrol,5,82415,First Owner,Automatic,2018,20,1197,1197.0,8180.0,5.34
894,Mercedes-Benz GLS,17,Third Party insurance,Diesel,7,70000,Second Owner,Automatic,2017,11,2987,2987.0,258.0,51.5
895,Honda City,,Third Party insurance,Petrol,5,150000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.5
896,Renault Duster,18,Comprehensive,Diesel,5,71070,First Owner,Automatic,2018,19,1461,1461.0,10845.0,7.22
897,Mercedes-Benz B,16,Third Party insurance,Petrol,5,83000,First Owner,Automatic,2016,14,1595,1595.0,12069.0,12.65
898,Hyundai Venue,20,Comprehensive,Petrol,5,107834,First Owner,Manual,2020,18,998,998.0,11835.0,7.99
899,Maruti Baleno,18,Comprehensive,Petrol,5,55000,First Owner,Manual,2018,21,1197,1197.0,8180.0,6.75
900,Mercedes-Benz GLE,17,Comprehensive,Petrol,5,55000,First Owner,Automatic,2017,9,2996,2996.0,32855.0,45.45
901,Volvo XC60,20,Comprehensive,Diesel,5,25000,Second Owner,Automatic,2020,11,2400,2400.0,215.0,52.0
902,Maruti Ritz,15,Comprehensive,Petrol,5,48539,Second Owner,Manual,2014,1197,8580,8580.0,114.0,3.21
903,Honda City,15,Comprehensive,Petrol,5,65000,First Owner,Manual,2015,16,1497,1497.0,1163.0,6.25
904,Hyundai Grand,14,Comprehensive,Petrol,5,86916,Second Owner,Manual,2014,18,1197,1197.0,82.0,3.68
905,Lexus RX,16,Comprehensive,Petrol,5,11000,First Owner,Automatic,2016,18,3456,3456.0,259.0,66.0
906,Tata Nexon,19,Comprehensive,Petrol,5,108662,First Owner,Automatic,2019,17,1198,1198.0,1085.0,7.12
907,Honda City,,Third Party insurance,Petrol,5,130000,First Owner,Automatic,2012,15,1497,1497.0,1163.0,4.5
908,BMW M2,19,Comprehensive,Petrol,4,29000,First Owner,Automatic,2019,10,2979,2979.0,410.0,71.0
909,Hyundai Grand,18,Comprehensive,Petrol,5,63307,First Owner,Manual,2018,18,1197,1197.0,8186.0,5.44
910,Hyundai Tucson,18,Comprehensive,Diesel,5,84000,First Owner,Automatic,2018,16,1995,1995.0,18246.0,15.9
